step,gaussian_node,categorical_node,input_raw,input,index,used_
4,2,2,5,W,1444,TRUE
5,2,2,5,W,1445,TRUE
6,2,2,5,W,1446,TRUE
7,2,2,5,W,1447,TRUE
8,2,2,5,W,1448,TRUE
9,2,2,5,W,1449,TRUE
10,2,2,5,W,1450,TRUE
11,2,2,5,W,1451,TRUE
12,2,2,5,W,1452,TRUE
13,2,2,5,W,1453,TRUE
14,2,2,5,W,1454,TRUE
15,2,2,5,W,1455,TRUE
0,3,2,5,W,1456,TRUE
1,3,2,5,W,1457,TRUE
2,3,2,5,W,1458,TRUE
3,3,2,5,W,1459,TRUE
4,3,2,5,W,1460,TRUE
5,3,2,5,W,1461,TRUE
6,3,2,5,W,1462,TRUE
7,3,2,5,W,1463,TRUE
8,3,2,5,W,1464,TRUE
9,3,2,5,W,1465,TRUE
10,3,2,5,W,1466,TRUE
11,3,2,5,W,1467,TRUE
12,3,2,5,W,1468,TRUE
13,3,2,5,W,1469,TRUE
14,3,2,5,W,1470,TRUE
15,3,2,5,W,1471,TRUE
0,0,3,5,W,1472,TRUE
1,0,3,5,W,1473,TRUE
2,0,3,5,W,1474,TRUE
3,0,3,5,W,1475,TRUE
4,0,3,5,W,1476,TRUE
5,0,3,5,W,1477,TRUE
6,0,3,5,W,1478,TRUE
7,0,3,5,W,1479,TRUE
8,0,3,5,W,1480,TRUE
9,0,3,5,W,1481,TRUE
10,0,3,5,W,1482,TRUE
11,0,3,5,W,1483,TRUE
12,0,3,5,W,1484,TRUE
13,0,3,5,W,1485,TRUE
14,0,3,5,W,1486,TRUE
15,0,3,5,W,1487,TRUE
0,1,3,5,W,1488,TRUE
1,1,3,5,W,1489,TRUE
2,1,3,5,W,1490,TRUE
3,1,3,5,W,1491,TRUE
4,1,3,5,W,1492,TRUE
5,1,3,5,W,1493,TRUE
6,1,3,5,W,1494,TRUE
7,1,3,5,W,1495,TRUE
8,1,3,5,W,1496,TRUE
9,1,3,5,W,1497,TRUE
10,1,3,5,W,1498,TRUE
11,1,3,5,W,1499,TRUE
12,1,3,5,W,1500,TRUE
13,1,3,5,W,1501,TRUE
14,1,3,5,W,1502,TRUE
15,1,3,5,W,1503,TRUE
0,2,3,5,W,1504,TRUE
1,2,3,5,W,1505,TRUE
2,2,3,5,W,1506,TRUE
3,2,3,5,W,1507,TRUE
4,2,3,5,W,1508,TRUE
5,2,3,5,W,1509,TRUE
6,2,3,5,W,1510,TRUE
7,2,3,5,W,1511,TRUE
8,2,3,5,W,1512,TRUE
9,2,3,5,W,1513,TRUE
10,2,3,5,W,1514,TRUE
11,2,3,5,W,1515,TRUE
12,2,3,5,W,1516,TRUE
13,2,3,5,W,1517,TRUE
14,2,3,5,W,1518,TRUE
15,2,3,5,W,1519,TRUE
0,3,3,5,W,1520,TRUE
1,3,3,5,W,1521,TRUE
2,3,3,5,W,1522,TRUE
3,3,3,5,W,1523,TRUE
4,3,3,5,W,1524,TRUE
5,3,3,5,W,1525,TRUE
6,3,3,5,W,1526,TRUE
7,3,3,5,W,1527,TRUE
8,3,3,5,W,1528,TRUE
9,3,3,5,W,1529,TRUE
10,3,3,5,W,1530,TRUE
11,3,3,5,W,1531,TRUE
12,3,3,5,W,1532,TRUE
13,3,3,5,W,1533,TRUE
14,3,3,5,W,1534,TRUE
15,3,3,5,W,1535,TRUE
0,0,0,6,W3110,1536,TRUE
1,0,0,6,W3110,1537,TRUE
2,0,0,6,W3110,1538,TRUE
3,0,0,6,W3110,1539,TRUE
4,0,0,6,W3110,1540,TRUE
5,0,0,6,W3110,1541,TRUE
6,0,0,6,W3110,1542,TRUE
7,0,0,6,W3110,1543,TRUE
8,0,0,6,W3110,1544,TRUE
9,0,0,6,W3110,1545,TRUE
10,0,0,6,W3110,1546,TRUE
11,0,0,6,W3110,1547,TRUE
12,0,0,6,W3110,1548,TRUE
13,0,0,6,W3110,1549,TRUE
14,0,0,6,W3110,1550,TRUE
15,0,0,6,W3110,1551,TRUE
0,1,0,6,W3110,1552,TRUE
1,1,0,6,W3110,1553,TRUE
2,1,0,6,W3110,1554,TRUE
3,1,0,6,W3110,1555,TRUE
4,1,0,6,W3110,1556,TRUE
5,1,0,6,W3110,1557,TRUE
6,1,0,6,W3110,1558,TRUE
7,1,0,6,W3110,1559,TRUE
8,1,0,6,W3110,1560,TRUE
9,1,0,6,W3110,1561,TRUE
10,1,0,6,W3110,1562,TRUE
11,1,0,6,W3110,1563,TRUE
12,1,0,6,W3110,1564,TRUE
13,1,0,6,W3110,1565,TRUE
14,1,0,6,W3110,1566,TRUE
15,1,0,6,W3110,1567,TRUE
0,2,0,6,W3110,1568,TRUE
1,2,0,6,W3110,1569,TRUE
2,2,0,6,W3110,1570,TRUE
3,2,0,6,W3110,1571,TRUE
4,2,0,6,W3110,1572,TRUE
5,2,0,6,W3110,1573,TRUE
6,2,0,6,W3110,1574,TRUE
7,2,0,6,W3110,1575,TRUE
8,2,0,6,W3110,1576,TRUE
9,2,0,6,W3110,1577,TRUE
10,2,0,6,W3110,1578,TRUE
11,2,0,6,W3110,1579,TRUE
12,2,0,6,W3110,1580,TRUE
13,2,0,6,W3110,1581,TRUE
14,2,0,6,W3110,1582,TRUE
15,2,0,6,W3110,1583,TRUE
0,3,0,6,W3110,1584,TRUE
1,3,0,6,W3110,1585,TRUE
2,3,0,6,W3110,1586,TRUE
3,3,0,6,W3110,1587,TRUE
4,3,0,6,W3110,1588,TRUE
5,3,0,6,W3110,1589,TRUE
6,3,0,6,W3110,1590,TRUE
7,3,0,6,W3110,1591,TRUE
8,3,0,6,W3110,1592,TRUE
9,3,0,6,W3110,1593,TRUE
10,3,0,6,W3110,1594,TRUE
11,3,0,6,W3110,1595,TRUE
12,3,0,6,W3110,1596,TRUE
13,3,0,6,W3110,1597,TRUE
14,3,0,6,W3110,1598,TRUE
15,3,0,6,W3110,1599,TRUE
0,0,1,6,W3110,1600,TRUE
1,0,1,6,W3110,1601,TRUE
2,0,1,6,W3110,1602,TRUE
3,0,1,6,W3110,1603,TRUE
4,0,1,6,W3110,1604,TRUE
5,0,1,6,W3110,1605,TRUE
6,0,1,6,W3110,1606,TRUE
7,0,1,6,W3110,1607,TRUE
8,0,1,6,W3110,1608,TRUE
9,0,1,6,W3110,1609,TRUE
10,0,1,6,W3110,1610,TRUE
11,0,1,6,W3110,1611,TRUE
12,0,1,6,W3110,1612,TRUE
13,0,1,6,W3110,1613,TRUE
14,0,1,6,W3110,1614,TRUE
15,0,1,6,W3110,1615,TRUE
0,1,1,6,W3110,1616,TRUE
1,1,1,6,W3110,1617,TRUE
2,1,1,6,W3110,1618,TRUE
3,1,1,6,W3110,1619,TRUE
4,1,1,6,W3110,1620,TRUE
5,1,1,6,W3110,1621,TRUE
6,1,1,6,W3110,1622,TRUE
7,1,1,6,W3110,1623,TRUE
8,1,1,6,W3110,1624,TRUE
9,1,1,6,W3110,1625,TRUE
10,1,1,6,W3110,1626,TRUE
11,1,1,6,W3110,1627,TRUE
12,1,1,6,W3110,1628,TRUE
13,1,1,6,W3110,1629,TRUE
14,1,1,6,W3110,1630,TRUE
15,1,1,6,W3110,1631,TRUE
0,2,1,6,W3110,1632,TRUE
1,2,1,6,W3110,1633,TRUE
2,2,1,6,W3110,1634,TRUE
3,2,1,6,W3110,1635,TRUE
4,2,1,6,W3110,1636,TRUE
5,2,1,6,W3110,1637,TRUE
6,2,1,6,W3110,1638,TRUE
7,2,1,6,W3110,1639,TRUE
8,2,1,6,W3110,1640,TRUE
9,2,1,6,W3110,1641,TRUE
10,2,1,6,W3110,1642,TRUE
11,2,1,6,W3110,1643,TRUE
12,2,1,6,W3110,1644,TRUE
13,2,1,6,W3110,1645,TRUE
14,2,1,6,W3110,1646,TRUE
15,2,1,6,W3110,1647,TRUE
0,3,1,6,W3110,1648,TRUE
1,3,1,6,W3110,1649,TRUE
2,3,1,6,W3110,1650,TRUE
3,3,1,6,W3110,1651,TRUE
4,3,1,6,W3110,1652,TRUE
5,3,1,6,W3110,1653,TRUE
6,3,1,6,W3110,1654,TRUE
7,3,1,6,W3110,1655,TRUE
8,3,1,6,W3110,1656,TRUE
9,3,1,6,W3110,1657,TRUE
10,3,1,6,W3110,1658,TRUE
11,3,1,6,W3110,1659,TRUE
12,3,1,6,W3110,1660,TRUE
13,3,1,6,W3110,1661,TRUE
14,3,1,6,W3110,1662,TRUE
15,3,1,6,W3110,1663,TRUE
0,0,2,6,W3110,1664,TRUE
1,0,2,6,W3110,1665,TRUE
2,0,2,6,W3110,1666,TRUE
3,0,2,6,W3110,1667,TRUE
4,0,2,6,W3110,1668,TRUE
5,0,2,6,W3110,1669,TRUE
6,0,2,6,W3110,1670,TRUE
7,0,2,6,W3110,1671,TRUE
8,0,2,6,W3110,1672,TRUE
9,0,2,6,W3110,1673,TRUE
10,0,2,6,W3110,1674,TRUE
11,0,2,6,W3110,1675,TRUE
12,0,2,6,W3110,1676,TRUE
13,0,2,6,W3110,1677,TRUE
14,0,2,6,W3110,1678,TRUE
15,0,2,6,W3110,1679,TRUE
0,1,2,6,W3110,1680,TRUE
1,1,2,6,W3110,1681,TRUE
2,1,2,6,W3110,1682,TRUE
3,1,2,6,W3110,1683,TRUE
4,1,2,6,W3110,1684,TRUE
5,1,2,6,W3110,1685,TRUE
6,1,2,6,W3110,1686,TRUE
7,1,2,6,W3110,1687,TRUE
8,1,2,6,W3110,1688,TRUE
9,1,2,6,W3110,1689,TRUE
10,1,2,6,W3110,1690,TRUE
11,1,2,6,W3110,1691,TRUE
12,1,2,6,W3110,1692,TRUE
13,1,2,6,W3110,1693,TRUE
14,1,2,6,W3110,1694,TRUE
15,1,2,6,W3110,1695,TRUE
0,2,2,6,W3110,1696,TRUE
1,2,2,6,W3110,1697,TRUE
2,2,2,6,W3110,1698,TRUE
3,2,2,6,W3110,1699,TRUE
4,2,2,6,W3110,1700,TRUE
5,2,2,6,W3110,1701,TRUE
6,2,2,6,W3110,1702,TRUE
7,2,2,6,W3110,1703,TRUE
8,2,2,6,W3110,1704,TRUE
9,2,2,6,W3110,1705,TRUE
10,2,2,6,W3110,1706,TRUE
11,2,2,6,W3110,1707,TRUE
12,2,2,6,W3110,1708,TRUE
13,2,2,6,W3110,1709,TRUE
14,2,2,6,W3110,1710,TRUE
15,2,2,6,W3110,1711,TRUE
0,3,2,6,W3110,1712,TRUE
1,3,2,6,W3110,1713,TRUE
2,3,2,6,W3110,1714,TRUE
3,3,2,6,W3110,1715,TRUE
4,3,2,6,W3110,1716,TRUE
5,3,2,6,W3110,1717,TRUE
6,3,2,6,W3110,1718,TRUE
7,3,2,6,W3110,1719,TRUE
8,3,2,6,W3110,1720,TRUE
9,3,2,6,W3110,1721,TRUE
10,3,2,6,W3110,1722,TRUE
11,3,2,6,W3110,1723,TRUE
12,3,2,6,W3110,1724,TRUE
13,3,2,6,W3110,1725,TRUE
14,3,2,6,W3110,1726,TRUE
15,3,2,6,W3110,1727,TRUE
0,0,3,6,W3110,1728,TRUE
1,0,3,6,W3110,1729,TRUE
2,0,3,6,W3110,1730,TRUE
3,0,3,6,W3110,1731,TRUE
4,0,3,6,W3110,1732,TRUE
5,0,3,6,W3110,1733,TRUE
6,0,3,6,W3110,1734,TRUE
7,0,3,6,W3110,1735,TRUE
8,0,3,6,W3110,1736,TRUE
9,0,3,6,W3110,1737,TRUE
10,0,3,6,W3110,1738,TRUE
11,0,3,6,W3110,1739,TRUE
12,0,3,6,W3110,1740,TRUE
13,0,3,6,W3110,1741,TRUE
14,0,3,6,W3110,1742,TRUE
15,0,3,6,W3110,1743,TRUE
0,1,3,6,W3110,1744,TRUE
1,1,3,6,W3110,1745,TRUE
2,1,3,6,W3110,1746,TRUE
3,1,3,6,W3110,1747,TRUE
4,1,3,6,W3110,1748,TRUE
5,1,3,6,W3110,1749,TRUE
6,1,3,6,W3110,1750,TRUE
7,1,3,6,W3110,1751,TRUE
8,1,3,6,W3110,1752,TRUE
9,1,3,6,W3110,1753,TRUE
10,1,3,6,W3110,1754,TRUE
11,1,3,6,W3110,1755,TRUE
12,1,3,6,W3110,1756,TRUE
13,1,3,6,W3110,1757,TRUE
14,1,3,6,W3110,1758,TRUE
15,1,3,6,W3110,1759,TRUE
0,2,3,6,W3110,1760,TRUE
1,2,3,6,W3110,1761,TRUE
2,2,3,6,W3110,1762,TRUE
3,2,3,6,W3110,1763,TRUE
4,2,3,6,W3110,1764,TRUE
5,2,3,6,W3110,1765,TRUE
6,2,3,6,W3110,1766,TRUE
7,2,3,6,W3110,1767,TRUE
8,2,3,6,W3110,1768,TRUE
9,2,3,6,W3110,1769,TRUE
10,2,3,6,W3110,1770,TRUE
11,2,3,6,W3110,1771,TRUE
12,2,3,6,W3110,1772,TRUE
13,2,3,6,W3110,1773,TRUE
14,2,3,6,W3110,1774,TRUE
15,2,3,6,W3110,1775,TRUE
0,3,3,6,W3110,1776,TRUE
1,3,3,6,W3110,1777,TRUE
2,3,3,6,W3110,1778,TRUE
3,3,3,6,W3110,1779,TRUE
4,3,3,6,W3110,1780,TRUE
5,3,3,6,W3110,1781,TRUE
6,3,3,6,W3110,1782,TRUE
7,3,3,6,W3110,1783,TRUE
8,3,3,6,W3110,1784,TRUE
9,3,3,6,W3110,1785,TRUE
10,3,3,6,W3110,1786,TRUE
11,3,3,6,W3110,1787,TRUE
12,3,3,6,W3110,1788,TRUE
13,3,3,6,W3110,1789,TRUE
14,3,3,6,W3110,1790,TRUE
15,3,3,6,W3110,1791,TRUE
