,label,step,gaussian_node,categorical_node,input,index,metric_value,metric_name,input_raw,used_
469,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,12,0,2,BL21,140,0.80162,Training_ManhattanDist-Mean,0,TRUE
470,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,12,0,0,C,268,0.927814,Training_ManhattanDist-Mean,1,TRUE
471,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,12,0,2,Crooks,652,0.743999,Training_ManhattanDist-Mean,2,TRUE
472,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,13,0,1,DH5a,845,0.813632,Training_ManhattanDist-Mean,3,TRUE
473,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,12,0,2,MG1655,1164,0.797674,Training_ManhattanDist-Mean,4,TRUE
474,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,14,0,1,W,1358,0.712148,Training_ManhattanDist-Mean,5,TRUE
475,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,11,3,2,W3110,1723,1.029762,Training_ManhattanDist-Mean,6,TRUE
476,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,4,2,1,BL21,100,13781.344,Training_PercentDifference-Mean,0,TRUE
477,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,4,2,1,C,356,2556.1191,Training_PercentDifference-Mean,1,TRUE
478,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,4,2,1,Crooks,612,3955.6724,Training_PercentDifference-Mean,2,TRUE
479,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,4,2,1,DH5a,868,2650.1812,Training_PercentDifference-Mean,3,TRUE
480,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,4,2,1,MG1655,1124,6084.226,Training_PercentDifference-Mean,4,TRUE
481,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,4,2,1,W,1380,11183.273,Training_PercentDifference-Mean,5,TRUE
482,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,4,2,1,W3110,1636,9039.165,Training_PercentDifference-Mean,6,TRUE
483,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,13,3,3,BL21,253,0.224589,Validation_EuclideanDist-Mean,0,TRUE
484,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,13,3,3,C,509,0.242977,Validation_EuclideanDist-Mean,1,TRUE
485,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,11,3,1,Crooks,635,0.193086,Validation_EuclideanDist-Mean,2,TRUE
486,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,7,1,2,DH5a,919,0.21215,Validation_EuclideanDist-Mean,3,TRUE
487,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,10,0,0,MG1655,1034,0.202869,Validation_EuclideanDist-Mean,4,TRUE
488,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,10,0,2,W,1418,0.174894,Validation_EuclideanDist-Mean,5,TRUE
489,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,13,3,3,W3110,1789,0.225091,Validation_EuclideanDist-Mean,6,TRUE
490,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,12,0,2,BL21,140,0.918374,Validation_ManhattanDist-Mean,0,TRUE
491,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,12,0,2,C,396,1.018536,Validation_ManhattanDist-Mean,1,TRUE
492,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,12,0,2,Crooks,652,0.790822,Validation_ManhattanDist-Mean,2,TRUE
493,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,12,0,2,DH5a,908,0.907997,Validation_ManhattanDist-Mean,3,TRUE
494,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,5,1,2,MG1655,1173,0.828682,Validation_ManhattanDist-Mean,4,TRUE
495,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,14,0,1,W,1358,0.695484,Validation_ManhattanDist-Mean,5,TRUE
496,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,12,0,2,W3110,1676,0.847697,Validation_ManhattanDist-Mean,6,TRUE
497,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,4,2,1,BL21,100,778.68945,Validation_PercentDifference-Mean,0,TRUE
498,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,11,3,2,C,443,847.1121,Validation_PercentDifference-Mean,1,TRUE
499,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,4,2,1,Crooks,612,890.0416,Validation_PercentDifference-Mean,2,TRUE
500,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,4,2,1,DH5a,868,2897.5312,Validation_PercentDifference-Mean,3,TRUE
501,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,6,1,2,MG1655,1174,975.065,Validation_PercentDifference-Mean,4,TRUE
502,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,4,2,1,W,1380,1584.0752,Validation_PercentDifference-Mean,5,TRUE
503,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,4,2,1,W3110,1636,1138.2908,Validation_PercentDifference-Mean,6,TRUE
